guid,body,highlight_id,text,topic,sentiment
4d7df63d-b2cb-4f97-99dd-2afa027d9e9a,"Since I've been here, Wake hasn't screamed ""top 30 College"". They still have good academics and are definitely top 100. However, the people who attend this school ruin the whole experience. The homogenous student body is filled with people who are elitist and cliquey. Greek life here is filled with them and makes up the whole social scene at Wake. If you're not greek, there are basically no other opportunities for having a social life or making friends. Due to the undergrad student body's intense focus on social status, not much is achieved here as far as research, producing notable alumni, and innovation compared to other schools. It's not worth the 80k, if you get a great scholarship, consider it, but if you don't fit the general stereotype, don't bother",8,not worth the 80k,value,negative
4d7df63d-b2cb-4f97-99dd-2afa027d9e9a,"Since I've been here, Wake hasn't screamed ""top 30 College"". They still have good academics and are definitely top 100. However, the people who attend this school ruin the whole experience. The homogenous student body is filled with people who are elitist and cliquey. Greek life here is filled with them and makes up the whole social scene at Wake. If you're not greek, there are basically no other opportunities for having a social life or making friends. Due to the undergrad student body's intense focus on social status, not much is achieved here as far as research, producing notable alumni, and innovation compared to other schools. It's not worth the 80k, if you get a great scholarship, consider it, but if you don't fit the general stereotype, don't bother",30, homogenous student body,diversity,negative
99810f46-78a3-4833-bb17-0c3fa05dd007,"I love Grinnell a college, and there are some aspects I do hate. The most beneficial part has been my financial aid, but the overall stress is incredibly intense.",183,The most beneficial part has been my financial aid,affordability,positive
e8e4ba14-80d0-499d-b662-4592ec43a5f8,"The teams are all pretty bad except for Track, Wrestling, and Hockey",184,"The teams are all pretty bad except for Track, Wrestling, and Hockey",athletics,negative
ce988e33-7fd2-443e-9fea-e9790a82cbc2,"I was so excited to transfer from my community college to uci. However I had to withdraw my offer due to reasons pertaining to COVID-19. I'd just like to say they're staff is completely unhelpful during this time. The psychology counselors are helpful but are limited in their ability to help advise with multiple other things. I tried to get in contact with several different people several times about financial situations. I did not receive any help which led me to my finalization in withdrawing from uci. After withdrawing it has taken me months to get into contact about refunds and services. The semester has already ended and I'm still waiting for a refund... I've heard uci isn't the best when it comes to focusing on the students and helping them, but I didn't know it was this horrible.",10,staff is completely unhelpful during this time.,administration,negative
fc1d3124-1ada-44af-8f32-ab5678448306,The local town is definitely geared towards locals rather than young adults.,11,local town is definitely geared towards locals rather than young adults,location,negative
e74ea9d2-26a6-4c85-ad00-21c2061c2425,My overall experience at Oklahoma State University has been very positive. It is a very large school with plenty of activities and clubs to join. Everybody is very nice and inclusive there. Lots of opportunities to gain experience in the job field you are interested in and get connected with people.,14, Lots of opportunities to gain experience in the job field ,academics,positive
e74ea9d2-26a6-4c85-ad00-21c2061c2425,My overall experience at Oklahoma State University has been very positive. It is a very large school with plenty of activities and clubs to join. Everybody is very nice and inclusive there. Lots of opportunities to gain experience in the job field you are interested in and get connected with people.,13,very nice and inclusive,diversity,positive
e74ea9d2-26a6-4c85-ad00-21c2061c2425,My overall experience at Oklahoma State University has been very positive. It is a very large school with plenty of activities and clubs to join. Everybody is very nice and inclusive there. Lots of opportunities to gain experience in the job field you are interested in and get connected with people.,12,plenty of activities and clubs,student_life,positive
c2a5d643-1dbb-48b9-be19-371fc1097f19,Our therapy place is overbooked,197,Our therapy place is overbooked,campus_resource,negative
5a1335ab-d35d-4fa0-a9c5-19ff7d4bec2a,"This university is a good fit for those majoring in the humanities. However, the science department was terrible. For organic chemistry, the only resources provided were questions that did not help prepare for the exams. Many students failed and were not assisted. Professors in the biology and chemistry departments were often not helpful. I would not recommend UGA for premed students.",15, the science department was terrible,academics,negative
5a1335ab-d35d-4fa0-a9c5-19ff7d4bec2a,"This university is a good fit for those majoring in the humanities. However, the science department was terrible. For organic chemistry, the only resources provided were questions that did not help prepare for the exams. Many students failed and were not assisted. Professors in the biology and chemistry departments were often not helpful. I would not recommend UGA for premed students.",16, often not helpful,professors,negative
1e9d6975-7537-45c1-85b1-c6e737f10bc6,I really enjoyed my experience at Vassar. I loved that there were no core curriculum requirements- this allowed me to explore many different areas of study. I was also involved with athletics and had a good experience.,17,explore many different areas of study,academics,positive
49c65dfe-7d1f-4860-b893-f03d3940e3ca,"I liked how inviting many people were at State; for example, the tragedy we had this past February and all the support from one another and alumni. I would like to see change with the safety and monetary aspect of things.",19,monetary,value,negative
49c65dfe-7d1f-4860-b893-f03d3940e3ca,"I liked how inviting many people were at State; for example, the tragedy we had this past February and all the support from one another and alumni. I would like to see change with the safety and monetary aspect of things.",20,liked how inviting many people were at State,student_life,positive
49c65dfe-7d1f-4860-b893-f03d3940e3ca,"I liked how inviting many people were at State; for example, the tragedy we had this past February and all the support from one another and alumni. I would like to see change with the safety and monetary aspect of things.",18,safety,safety,negative
ffacef61-27b3-4f94-b5c6-fcb2db02812a,There are not that many places to eat around Colgate.,21, not that many places to eat around,campus_food,negative
c9ff1c0e-fd3a-49e0-ba60-fadee07271ce,"USC is an incredibly robust university that combines rigorous and excellent academics with sports, events and student life.  Professors are very qualified and learning is excellent as well as having a variety of opportunities for students.",22,rigorous and excellent academics ,academics,positive
c9ff1c0e-fd3a-49e0-ba60-fadee07271ce,"USC is an incredibly robust university that combines rigorous and excellent academics with sports, events and student life.  Professors are very qualified and learning is excellent as well as having a variety of opportunities for students.",24,student life,student_life,positive
c9ff1c0e-fd3a-49e0-ba60-fadee07271ce,"USC is an incredibly robust university that combines rigorous and excellent academics with sports, events and student life.  Professors are very qualified and learning is excellent as well as having a variety of opportunities for students.",23,"sports, events",athletics,positive
c9ff1c0e-fd3a-49e0-ba60-fadee07271ce,"USC is an incredibly robust university that combines rigorous and excellent academics with sports, events and student life.  Professors are very qualified and learning is excellent as well as having a variety of opportunities for students.",25,Professors are very qualified and learning is excellent,professors,positive
8ef4c3be-b6c6-4956-9bec-a59d007c4b80,"Georgia Tech is notoriously stingy and does not help its students financially. A very small subset of the student population is aided in the form of presidential scholarship or a hispanic scholarship. Georgia Tech knows the programs are highly rated and students will flock to the school regardless of cost, which is why the bursar's office probably doesn't see the need to assist its students.",26,stingy and does not help its students financially,affordability,negative
a9758993-97c3-45cd-9408-823a8dc66518,"I loved the community and the atmosphere, but the construction around the campus is a bit wonky. Overall, an okay experience",28,construction around the campus is a bit wonky,campus,negative
a9758993-97c3-45cd-9408-823a8dc66518,"I loved the community and the atmosphere, but the construction around the campus is a bit wonky. Overall, an okay experience",27,loved the community and the atmosphere,student_life,positive
0082106e-a6eb-452d-bb06-afec37273a30,"CC is extremely homogeneous. The visible majority of the student body are white, upper class, heterosexual, and democrats. However, people tend to be accepting of differing race, economic background, religion, sexual orientation, etc. Students and professors alike claim to be open-minded, but conservatives are received poorly. People stick to what they know, i.e. international students tend to hang out together. It takes effort to break the bubble within the CC bubble.",29,CC is extremely homogeneous,diversity,negative
0082106e-a6eb-452d-bb06-afec37273a30,"CC is extremely homogeneous. The visible majority of the student body are white, upper class, heterosexual, and democrats. However, people tend to be accepting of differing race, economic background, religion, sexual orientation, etc. Students and professors alike claim to be open-minded, but conservatives are received poorly. People stick to what they know, i.e. international students tend to hang out together. It takes effort to break the bubble within the CC bubble.",31,People stick to what they know,diversity,negative
94eaab49-973d-47c1-bbef-bf6c43f3ba6a,"I took all my classes online and as a computer science student minoring in math I’d say it wasn’t very pleasant personally. It was probably fine for others but I like a sense of routine and going places to learn face to face, especially for math. I also think office hours for any coding class is horrible, waiting in a call for like 3 hours for 15 mins that has a 50/50 chance of going well.",32,very pleasant ,academics,positive
94eaab49-973d-47c1-bbef-bf6c43f3ba6a,"I took all my classes online and as a computer science student minoring in math I’d say it wasn’t very pleasant personally. It was probably fine for others but I like a sense of routine and going places to learn face to face, especially for math. I also think office hours for any coding class is horrible, waiting in a call for like 3 hours for 15 mins that has a 50/50 chance of going well.",33,office hours ,academics,negative
4bc68c38-de83-4273-81b7-ea215c84da13,Very few people at Mudd are sporty or athletic.,34,few people at Mudd are sporty or athletic,athletics,negative
f13b2c39-a23d-4267-88ef-f86ac5762a58,Wellesley College is great school you should consider. There are a lot of resources for students that you can access in your 1st year.,35, resources for students ,campus_resource,positive
eafc130c-da98-495a-b0c6-a8dc8fae4ecd,"I had a bad year. My professors usually gave me the same grade every assignment, did not give me a lot of feedback on my work, and didn't seem to expect me to improve. I was always beating myself up because I wasn't doing very well academically, and so was everyone else, so everyone's negative feelings were feeding off of each other. I don't feel like a learned a lot, and now I have anxiety around school that I didn't used to have.

My major had a strong program, but the electives I actually wanted to take were limited. Class sizes were small, which was good.",37,major had a strong program,academics,positive
eafc130c-da98-495a-b0c6-a8dc8fae4ecd,"I had a bad year. My professors usually gave me the same grade every assignment, did not give me a lot of feedback on my work, and didn't seem to expect me to improve. I was always beating myself up because I wasn't doing very well academically, and so was everyone else, so everyone's negative feelings were feeding off of each other. I don't feel like a learned a lot, and now I have anxiety around school that I didn't used to have.

My major had a strong program, but the electives I actually wanted to take were limited. Class sizes were small, which was good.",36,did not give me a lot of feedback ,professors,negative
521b4aca-bc54-4517-bb5f-56e6c81a81cf,I loved my time at Northwestern. The diverse curriculum and core offerings made sure I was able to access classes across all of the different colleges. I was able to explore different interest areas easily. I loved being in Chicago and having proximity to internships there.,38,diverse curriculum and core offering,academics,positive
521b4aca-bc54-4517-bb5f-56e6c81a81cf,I loved my time at Northwestern. The diverse curriculum and core offerings made sure I was able to access classes across all of the different colleges. I was able to explore different interest areas easily. I loved being in Chicago and having proximity to internships there.,185,I loved being in Chicago and having proximity to internships there.,location,positive
1e3277d0-bc32-4aaa-8030-d96036c631f3,"I am not from this area, but honestlty, I hate the weather here. Summers are hot and humid, winters cold and dry. There are like 6 nice fall weeks, and 6 nice spring weeks. We have airconditioners, dehumidifiers and humifiers in our apartments to keep it bearable inside during the seasons (and I live in a very nice building!)",39,"Summers are hot and humid, winters cold and dry",location,positive
65c52c4c-d8ce-4cd8-bb2e-20432d892bf6,"The professors did the best they could moving online mid-semester. It was a difficult transition, but the classes ran smoothly over all. I believe switching all courses to pass/fail was the right decision to fairly handle everyone's different situations during COVID quarantine.",198,The professors did the best they could moving online mid-semester. ,irrelevant,
8f145650-3248-4dc3-a238-5380c96b06a4,"I have enjoyed my experience at Brown University though I would like to see some changes within my department, Cognitive, Linguistic, and Psychological Studies. The department prioritizes quantitative research and neuro-focused work. I am interested in the clinical side and that is certainly lacking at Brown University.",40,I am interested in the clinical side and that is certainly lacking at Brown University.,academics,negative
a060159c-8619-402a-b9c5-463b9a1d412d,The overall academic system at SMU is poor.,186,The overall academic system at SMU is poor.,academics,negative
6df94d30-d0df-4017-b54e-d2f391851145,"New York University is everything I expected and more. It is a top tier institution which leads thousands of students in the perfect direction for their future career. The professors are awesome and extremely well-trained. I can rely on my professors to teach me what I need to know in order to excel in my education. New York University is a hard college to get into and an even harder college to do well in. I struggled my first year because I was not mentally prepared for how much work it was going to take to keep up with all of my classes. Once I got used to it, I now now what to expect and try my best everyday to be where I want to be academically.",42,thousands of students in the perfect direction for their future career,academics,positive
6df94d30-d0df-4017-b54e-d2f391851145,"New York University is everything I expected and more. It is a top tier institution which leads thousands of students in the perfect direction for their future career. The professors are awesome and extremely well-trained. I can rely on my professors to teach me what I need to know in order to excel in my education. New York University is a hard college to get into and an even harder college to do well in. I struggled my first year because I was not mentally prepared for how much work it was going to take to keep up with all of my classes. Once I got used to it, I now now what to expect and try my best everyday to be where I want to be academically.",41, professors are awesome and extremely well-trained,professors,positive
c4f89ae1-232d-4289-ac65-ac58c9e2f899,"I think the career services can do a better job. In general, it is very hard to network with past alumni. The career center has very few job postings and that most are only open to US-residents. I would be great to see the career center bolster our alumni network and reach out to more companies to provide opportunities.",43,career services can do a better job,campus_resource,positive
c4f89ae1-232d-4289-ac65-ac58c9e2f899,"I think the career services can do a better job. In general, it is very hard to network with past alumni. The career center has very few job postings and that most are only open to US-residents. I would be great to see the career center bolster our alumni network and reach out to more companies to provide opportunities.",43,career services can do a better job,career_prep,positive
465d2985-aad2-441e-9ef1-bee5a6de2277,"I'm only 2 weeks in to my experience at UW but those 2 weeks have been positive. In terms of the social aspect of college I appreciate how people are always up to do something, weather it be playing some kind of pick up sport, playing a card game, hanging out in Madison, etc. In terms of the academics my experience has been brief but my professors all seem reasonable and the classes are relevant and informative. I appreciate UW's use of canvas to centralize all assignments. It does a great deal in helping students to stay on top of their studies and make sure they are getting assignments in on time. I haven't had any tests yet so I can't speak to those but the homework has been fair so far. Going to sporting events especially football has been absolutely electric. Overall my time has been positive.",46, helping students to stay on top ,academics,positive
465d2985-aad2-441e-9ef1-bee5a6de2277,"I'm only 2 weeks in to my experience at UW but those 2 weeks have been positive. In terms of the social aspect of college I appreciate how people are always up to do something, weather it be playing some kind of pick up sport, playing a card game, hanging out in Madison, etc. In terms of the academics my experience has been brief but my professors all seem reasonable and the classes are relevant and informative. I appreciate UW's use of canvas to centralize all assignments. It does a great deal in helping students to stay on top of their studies and make sure they are getting assignments in on time. I haven't had any tests yet so I can't speak to those but the homework has been fair so far. Going to sporting events especially football has been absolutely electric. Overall my time has been positive.",44,social aspect of college I appreciate how people are always up to do something,student_life,positive
465d2985-aad2-441e-9ef1-bee5a6de2277,"I'm only 2 weeks in to my experience at UW but those 2 weeks have been positive. In terms of the social aspect of college I appreciate how people are always up to do something, weather it be playing some kind of pick up sport, playing a card game, hanging out in Madison, etc. In terms of the academics my experience has been brief but my professors all seem reasonable and the classes are relevant and informative. I appreciate UW's use of canvas to centralize all assignments. It does a great deal in helping students to stay on top of their studies and make sure they are getting assignments in on time. I haven't had any tests yet so I can't speak to those but the homework has been fair so far. Going to sporting events especially football has been absolutely electric. Overall my time has been positive.",45,sporting events especially football has been absolutely electric,athletics,positive
be3f42c8-1333-4940-8384-769423e34257,"Currently a freshman and am already looking at options to transfer out of here in the next semester. Coming from a lower middle class background in the South, I don't think I've ever felt more out of place. I recognize that college is about meeting people that are different from you, but all the people that are different from me are the same-- nearly everyone here comes from an insanely affluent background, went to a daddy's money private academy, and all come from the same four cities in the North. I feel like whenever I tell people where I'm from they just immediately reduce me to a dumb hick from the South. Social spaces are dominated by greek life, and nearly everyone hits bars off-campus with fake IDs, and as such campus is completely dead at night if you don't drink or don't have a fake. If you fit in well with the crowd and share a similar background, this is a great place. Otherwise, don't bother. Only upside about this place is the small campus and the dining hall is gas.",187,Only upside about this place is the small campus,campus,positive
be3f42c8-1333-4940-8384-769423e34257,"Currently a freshman and am already looking at options to transfer out of here in the next semester. Coming from a lower middle class background in the South, I don't think I've ever felt more out of place. I recognize that college is about meeting people that are different from you, but all the people that are different from me are the same-- nearly everyone here comes from an insanely affluent background, went to a daddy's money private academy, and all come from the same four cities in the North. I feel like whenever I tell people where I'm from they just immediately reduce me to a dumb hick from the South. Social spaces are dominated by greek life, and nearly everyone hits bars off-campus with fake IDs, and as such campus is completely dead at night if you don't drink or don't have a fake. If you fit in well with the crowd and share a similar background, this is a great place. Otherwise, don't bother. Only upside about this place is the small campus and the dining hall is gas.",49,dining hall is gas,campus_food,positive
be3f42c8-1333-4940-8384-769423e34257,"Currently a freshman and am already looking at options to transfer out of here in the next semester. Coming from a lower middle class background in the South, I don't think I've ever felt more out of place. I recognize that college is about meeting people that are different from you, but all the people that are different from me are the same-- nearly everyone here comes from an insanely affluent background, went to a daddy's money private academy, and all come from the same four cities in the North. I feel like whenever I tell people where I'm from they just immediately reduce me to a dumb hick from the South. Social spaces are dominated by greek life, and nearly everyone hits bars off-campus with fake IDs, and as such campus is completely dead at night if you don't drink or don't have a fake. If you fit in well with the crowd and share a similar background, this is a great place. Otherwise, don't bother. Only upside about this place is the small campus and the dining hall is gas.",48,Social spaces are dominated by greek life,student_life,negative
7f88c69e-c19b-43cb-90ae-1d8107e33971,The sports team gets the best housing while everybody else get whatever space that is still open. It is usually far from classes and are is bad condition. ,50,It is usually far from classes and are is bad condition,dorms,negative
d9df44de-d079-4430-9973-738e16b93239,"I love the sense of community feel to the school. I like the medium size of the school where you don't feel like a number. The academics are pretty strong, especially the engineering and the CSB programs. Lehigh is also known to have a really good alumni network and really good financial aid packages for those who want need-based opportunities.  It does get pretty cold but you'll get used to it. However, it is a slight culture shock that many rich people attend the school but the social scene I feel is fine but is centered around Greek Life, however, you'll find the people you like! The surrounding area is okay, I feel the Northside of Bethlehem is better but not at all a dangerous area, still pretty safe for the most part,  just be aware of your surroundings. I am also a minority too and I feel that the political and racial climate is fine, but there is still some microaggressions one can face but I never have felt  unsafe. Overall, a really great school and worth it for job outlook!",52,academics are pretty strong,academics,positive
d9df44de-d079-4430-9973-738e16b93239,"I love the sense of community feel to the school. I like the medium size of the school where you don't feel like a number. The academics are pretty strong, especially the engineering and the CSB programs. Lehigh is also known to have a really good alumni network and really good financial aid packages for those who want need-based opportunities.  It does get pretty cold but you'll get used to it. However, it is a slight culture shock that many rich people attend the school but the social scene I feel is fine but is centered around Greek Life, however, you'll find the people you like! The surrounding area is okay, I feel the Northside of Bethlehem is better but not at all a dangerous area, still pretty safe for the most part,  just be aware of your surroundings. I am also a minority too and I feel that the political and racial climate is fine, but there is still some microaggressions one can face but I never have felt  unsafe. Overall, a really great school and worth it for job outlook!",56," political and racial climate is fine, but there is still some microaggressions ",diversity,neutral
d9df44de-d079-4430-9973-738e16b93239,"I love the sense of community feel to the school. I like the medium size of the school where you don't feel like a number. The academics are pretty strong, especially the engineering and the CSB programs. Lehigh is also known to have a really good alumni network and really good financial aid packages for those who want need-based opportunities.  It does get pretty cold but you'll get used to it. However, it is a slight culture shock that many rich people attend the school but the social scene I feel is fine but is centered around Greek Life, however, you'll find the people you like! The surrounding area is okay, I feel the Northside of Bethlehem is better but not at all a dangerous area, still pretty safe for the most part,  just be aware of your surroundings. I am also a minority too and I feel that the political and racial climate is fine, but there is still some microaggressions one can face but I never have felt  unsafe. Overall, a really great school and worth it for job outlook!",55,surrounding area is okay,location,neutral
d9df44de-d079-4430-9973-738e16b93239,"I love the sense of community feel to the school. I like the medium size of the school where you don't feel like a number. The academics are pretty strong, especially the engineering and the CSB programs. Lehigh is also known to have a really good alumni network and really good financial aid packages for those who want need-based opportunities.  It does get pretty cold but you'll get used to it. However, it is a slight culture shock that many rich people attend the school but the social scene I feel is fine but is centered around Greek Life, however, you'll find the people you like! The surrounding area is okay, I feel the Northside of Bethlehem is better but not at all a dangerous area, still pretty safe for the most part,  just be aware of your surroundings. I am also a minority too and I feel that the political and racial climate is fine, but there is still some microaggressions one can face but I never have felt  unsafe. Overall, a really great school and worth it for job outlook!",51, sense of community,student_life,positive
d9df44de-d079-4430-9973-738e16b93239,"I love the sense of community feel to the school. I like the medium size of the school where you don't feel like a number. The academics are pretty strong, especially the engineering and the CSB programs. Lehigh is also known to have a really good alumni network and really good financial aid packages for those who want need-based opportunities.  It does get pretty cold but you'll get used to it. However, it is a slight culture shock that many rich people attend the school but the social scene I feel is fine but is centered around Greek Life, however, you'll find the people you like! The surrounding area is okay, I feel the Northside of Bethlehem is better but not at all a dangerous area, still pretty safe for the most part,  just be aware of your surroundings. I am also a minority too and I feel that the political and racial climate is fine, but there is still some microaggressions one can face but I never have felt  unsafe. Overall, a really great school and worth it for job outlook!",54,good financial aid packages,affordability,positive
d9df44de-d079-4430-9973-738e16b93239,"I love the sense of community feel to the school. I like the medium size of the school where you don't feel like a number. The academics are pretty strong, especially the engineering and the CSB programs. Lehigh is also known to have a really good alumni network and really good financial aid packages for those who want need-based opportunities.  It does get pretty cold but you'll get used to it. However, it is a slight culture shock that many rich people attend the school but the social scene I feel is fine but is centered around Greek Life, however, you'll find the people you like! The surrounding area is okay, I feel the Northside of Bethlehem is better but not at all a dangerous area, still pretty safe for the most part,  just be aware of your surroundings. I am also a minority too and I feel that the political and racial climate is fine, but there is still some microaggressions one can face but I never have felt  unsafe. Overall, a really great school and worth it for job outlook!",57, worth it for job outlook,career_prep,positive
d9df44de-d079-4430-9973-738e16b93239,"I love the sense of community feel to the school. I like the medium size of the school where you don't feel like a number. The academics are pretty strong, especially the engineering and the CSB programs. Lehigh is also known to have a really good alumni network and really good financial aid packages for those who want need-based opportunities.  It does get pretty cold but you'll get used to it. However, it is a slight culture shock that many rich people attend the school but the social scene I feel is fine but is centered around Greek Life, however, you'll find the people you like! The surrounding area is okay, I feel the Northside of Bethlehem is better but not at all a dangerous area, still pretty safe for the most part,  just be aware of your surroundings. I am also a minority too and I feel that the political and racial climate is fine, but there is still some microaggressions one can face but I never have felt  unsafe. Overall, a really great school and worth it for job outlook!",53,good alumni network,alumni_network,positive
5ea3a56f-0a8d-4e58-bfd8-1c787dd08f06,"The university does not support its underrepresented students while attending the school and upon graduation. 

UCB is a great American lie! UCB holds true for those who are white, privileged, and entitled. Also, the high Asian and Latin community on campus receive support at every Avenue. UCB accepts a few Black minorities to make it appear as though they uphold diversity. The school also uses foreign African students to make it appear that there is a community of Black students. 

UCB is an institution that boast diversity and inclusion and taking holistic approaches when accepting minority students. It is false! UCB is a university that is based on elitism that is cloaked under the premises of diversity and inclusion. 

Berkeley teaches its students to be empirical and use empirical evidence to make conclusions. I, Ato Houston, serve as the empirical proof that Black UCB graduates are inserted for numbers and to be able to say that they are diverse. Lie!",189,UCB is a university that is based on elitism that is cloaked under the premises of diversity and inclusion.,diversity,negative
5ea3a56f-0a8d-4e58-bfd8-1c787dd08f06,"The university does not support its underrepresented students while attending the school and upon graduation. 

UCB is a great American lie! UCB holds true for those who are white, privileged, and entitled. Also, the high Asian and Latin community on campus receive support at every Avenue. UCB accepts a few Black minorities to make it appear as though they uphold diversity. The school also uses foreign African students to make it appear that there is a community of Black students. 

UCB is an institution that boast diversity and inclusion and taking holistic approaches when accepting minority students. It is false! UCB is a university that is based on elitism that is cloaked under the premises of diversity and inclusion. 

Berkeley teaches its students to be empirical and use empirical evidence to make conclusions. I, Ato Houston, serve as the empirical proof that Black UCB graduates are inserted for numbers and to be able to say that they are diverse. Lie!",188,The university does not support its underrepresented students while attending the school and upon graduation.,campus_resource,negative
d8dc33ad-857e-47d3-b998-4519f0293c44,I LOVE RICHMOND!!! The campus is gorgeous and the class sizes are almost all under 20 students so you really get to know your professors. The school does a great job of providing its students many different opportunities to shine and gain real world work experience while still completing their college degree.,58, campus is gorgeous,campus,positive
d8dc33ad-857e-47d3-b998-4519f0293c44,I LOVE RICHMOND!!! The campus is gorgeous and the class sizes are almost all under 20 students so you really get to know your professors. The school does a great job of providing its students many different opportunities to shine and gain real world work experience while still completing their college degree.,153,The campus is gorgeous,campus,positive
d8dc33ad-857e-47d3-b998-4519f0293c44,I LOVE RICHMOND!!! The campus is gorgeous and the class sizes are almost all under 20 students so you really get to know your professors. The school does a great job of providing its students many different opportunities to shine and gain real world work experience while still completing their college degree.,59,class sizes are almost all under 20 students,professors,positive
