guid,body,highlight_id,text,topic,sentiment
764f38ce-3972-40c3-a483-194cea3d57e3,"There is very limited socioeconomic diversity at UVA which can become discouraging at times. No one seems to question the costs of things and generally people are just super detached from the real world. However, UVA is also a great school academically, which makes suffering through some of the people here slightly more worth it. Many of the professors here are well-known, accomplished and extremely wise. For such a large school, there are still opportunities for smaller class sizes and study groups.",8,"However, UVA is also a great school academically, which makes suffering through some of the people here slightly more worth it.",academics,positive
764f38ce-3972-40c3-a483-194cea3d57e3,"There is very limited socioeconomic diversity at UVA which can become discouraging at times. No one seems to question the costs of things and generally people are just super detached from the real world. However, UVA is also a great school academically, which makes suffering through some of the people here slightly more worth it. Many of the professors here are well-known, accomplished and extremely wise. For such a large school, there are still opportunities for smaller class sizes and study groups.",9,"Many of the professors here are well-known, accomplished and extremely wise. For such a large school, there are still opportunities for smaller class sizes and study groups.",professors,positive
bafcc61b-581e-4580-a0a4-b64fe67331ac,"I loved NC State. I met my best friends while there and I am so thankful to my time there. I loved on campus for two years and I felt safe. Campus was a blast, always something to do. The gym was awesome! Food was great on campus. Going to sporting events was great! I went to soccer, ice hockey, volleyball, football, and basketball games! Such a wonderful time. I miss it!",10,I loved on campus for two years and I felt safe.,safety,positive
bafcc61b-581e-4580-a0a4-b64fe67331ac,"I loved NC State. I met my best friends while there and I am so thankful to my time there. I loved on campus for two years and I felt safe. Campus was a blast, always something to do. The gym was awesome! Food was great on campus. Going to sporting events was great! I went to soccer, ice hockey, volleyball, football, and basketball games! Such a wonderful time. I miss it!",11,The gym was awesome! Food was great on campus. Going to sporting events was great!,campus_facilities,positive
bafcc61b-581e-4580-a0a4-b64fe67331ac,"I loved NC State. I met my best friends while there and I am so thankful to my time there. I loved on campus for two years and I felt safe. Campus was a blast, always something to do. The gym was awesome! Food was great on campus. Going to sporting events was great! I went to soccer, ice hockey, volleyball, football, and basketball games! Such a wonderful time. I miss it!",12,I loved NC State. I met my best friends while there and I am so thankful to my time there.,social_life,positive
eff2564a-b62b-4a40-acb0-0ec7345d017a,Oklahoma State has a horrible undergraduate program for Accounting. I had to switch schools because I couldn't stand it anymore.,13,Oklahoma State has a horrible undergraduate program for Accounting. I had to switch schools because I couldn't stand it anymore.,academics,negative
e4932815-17f3-4fc5-9024-6bdb27e5b5b5,The University of Pittsburgh is located in an amazing area- the booming hub of Oakland! Any time spent there will enhance your experience within the City of Pittsburgh.,14,The University of Pittsburgh is located in an amazing area- the booming hub of Oakland!,location,positive
03a89f9f-b130-485e-8935-37d21dfe848b,"The university does not seek to form a bond or community between students. Due to the extremely urban campus, there is no sense of unity among students, which negatively impacts the student life experience. Students are instructed to intern and work in the city as much as possible, but this takes away from any on-campus activity. My experience at GWU was extremely disappointing and I would never recommend it to anyone who wants a traditional college experience, one with a football team, school spirit, and professors that are personally invested in your success.",15,"Due to the extremely urban campus, there is no sense of unity among students, which negatively impacts the student life experience.",social_life,negative
03a89f9f-b130-485e-8935-37d21dfe848b,"The university does not seek to form a bond or community between students. Due to the extremely urban campus, there is no sense of unity among students, which negatively impacts the student life experience. Students are instructed to intern and work in the city as much as possible, but this takes away from any on-campus activity. My experience at GWU was extremely disappointing and I would never recommend it to anyone who wants a traditional college experience, one with a football team, school spirit, and professors that are personally invested in your success.",16,"I would never recommend it to anyone who wants a traditional college experience, one with a football team, school spirit, and professors that are personally invested in your success.",professors,negative
8f3406a9-4276-4984-88a4-7552fb3a9bd6,"NYU is really cool as it is in the city, which actually has amazing perks that most don't even realize, such as finding job and internships opportunities very close to campus.",17,"NYU is really cool as it is in the city, which actually has amazing perks that most don't even realize, such as finding job and internships opportunities very close to campus.",career_prospect,positive
7bbacebf-aa6d-4c73-b6df-8d61044df340,University of Washington has a beautiful campus that is located in a wonderful city. The quality of instruction is the best in the state. I think that it lacks in diversity in terms of its student body.,18,University of Washington has a beautiful campus that is located in a wonderful city.,campus_facilities,positive
7bbacebf-aa6d-4c73-b6df-8d61044df340,University of Washington has a beautiful campus that is located in a wonderful city. The quality of instruction is the best in the state. I think that it lacks in diversity in terms of its student body.,19,The quality of instruction is the best in the state.,professors,positive
7bbacebf-aa6d-4c73-b6df-8d61044df340,University of Washington has a beautiful campus that is located in a wonderful city. The quality of instruction is the best in the state. I think that it lacks in diversity in terms of its student body.,20,I think that it lacks in diversity in terms of its student body.,diversity,negative
17ddb2bd-4055-4b70-a6e3-2596c398cf85,Clemson is a very welcoming community and the campus is bigger than people give it credit for. The people here are very kind and everyone is excited to be here!,21,Clemson is a very welcoming community and the campus is bigger than people give it credit for.,social_life,positive
5d0d1ea5-7250-43f8-bd52-62f8b85930f9,"Wesleyan is in a really secluded part of CT, so if you don't own a car you'll be stuck with little to no weekend activities.",22,"Wesleyan is in a really secluded part of CT, so if you don't own a car you'll be stuck with little to no weekend activities.",location,negative
ab8096fb-295f-49fe-8dbe-4a7551ac13c8,I believe college is what you make of it. I was very active on campus and involved in everything from Dance Ensemble to eating houses. Being overworked and very active in campus life is a common trait of many Davidson students. The campus has a work hard and party harder mentality. There are great professors and other ones that are not so great. I would make sure you do your research before taking a class. Overall Davidson is 4 stars. I would definitely say it is the best liberal arts college but there is always work to be done to make it better.,23,The campus has a work hard and party harder mentality.,social_life,positive
ab8096fb-295f-49fe-8dbe-4a7551ac13c8,I believe college is what you make of it. I was very active on campus and involved in everything from Dance Ensemble to eating houses. Being overworked and very active in campus life is a common trait of many Davidson students. The campus has a work hard and party harder mentality. There are great professors and other ones that are not so great. I would make sure you do your research before taking a class. Overall Davidson is 4 stars. I would definitely say it is the best liberal arts college but there is always work to be done to make it better.,24,There are great professors and other ones that are not so great.,professors,neutural
13e1dc85-dd77-4ff9-a70c-55ea7db592d9,I like the people I've met and made friends with. It's been very affordable. But the institution is very old. The college can too long to catch up with things that are important to the students though.,25,It's been very affordable.,affordability,positive
13e1dc85-dd77-4ff9-a70c-55ea7db592d9,I like the people I've met and made friends with. It's been very affordable. But the institution is very old. The college can too long to catch up with things that are important to the students though.,26, like the people I've met and made friends with.,social_life,positive
8e1c8fb5-e761-443f-86df-9be2c1ad58ae,Some research opportunities. But a lot of competition and the administration is not formed to help those with special circumstances but instead to get money.,27,But a lot of competition and the administration is not formed to help those with special circumstances but instead to get money,administration,negative
6bdc85c8-89fb-4fe4-b9c1-cf28030fc797,"The only reason I stayed at Vassar all four years was the academics. My professors were, for the most part, absolutely phenomenal and I learned more than I could have ever imagined. As a scholarship student and an athlete who would have otherwise never had access to an institution like this without the campus' committee to need-blind aid, I never fit in.  Its a challenging bubble for everyone because of its unique social situation ( lots of scholarship, low income students, many of whom are POCs or LGBTQ Or both, thrown into a world created to meet the needs of and benefit the white elite). I appreciate the perspective I gained and the invaluable education, but I was also miserable at Vassar, as I think most of us were at least part of the time.",28,"My professors were, for the most part, absolutely phenomenal and I learned more than I could have ever imagined.",professors,positive
6bdc85c8-89fb-4fe4-b9c1-cf28030fc797,"The only reason I stayed at Vassar all four years was the academics. My professors were, for the most part, absolutely phenomenal and I learned more than I could have ever imagined. As a scholarship student and an athlete who would have otherwise never had access to an institution like this without the campus' committee to need-blind aid, I never fit in.  Its a challenging bubble for everyone because of its unique social situation ( lots of scholarship, low income students, many of whom are POCs or LGBTQ Or both, thrown into a world created to meet the needs of and benefit the white elite). I appreciate the perspective I gained and the invaluable education, but I was also miserable at Vassar, as I think most of us were at least part of the time.",29,"I never fit in.  Its a challenging bubble for everyone because of its unique social situation ( lots of scholarship, low income students, many of whom are POCs or LGBTQ Or both, thrown into a world created to meet the needs of and benefit the white elite).",social_life,negative
6abda35b-68b6-42b4-a9b9-54cc111dbdd8,"I appreciate the close knit community, however, I would like there to be more academic diversity since it is heavily STEM, engineering, and premed concentrated.",30,I appreciate the close knit community,social_life,positive
6abda35b-68b6-42b4-a9b9-54cc111dbdd8,"I appreciate the close knit community, however, I would like there to be more academic diversity since it is heavily STEM, engineering, and premed concentrated.",31,"I would like there to be more academic diversity since it is heavily STEM, engineering, and premed concentrated.",academics,negative
519724b9-9346-428c-9073-8706cbf1b335,Growing up school was never a strong suit of mine. Coming to tulane I was finally given the opportunity to study hard and focus on my academics. I have reached great success at Tulane due to my commitment and drive for learning more.,32,Coming to tulane I was finally given the opportunity to study hard and focus on my academics.,academics,positive
df8066d1-5a81-4323-a8a6-28039ea7dbc2,"I love being a student at the University of Miami. Overall, the students, faculty and staff are all amazing. They are extremely helpful and wants their students to succeed. The campus and environment itself is like a resort, and I am extremely grateful to be a student at the U.",33,"Overall, the students, faculty and staff are all amazing. They are extremely helpful and wants their students to succeed.",professors,positive
df8066d1-5a81-4323-a8a6-28039ea7dbc2,"I love being a student at the University of Miami. Overall, the students, faculty and staff are all amazing. They are extremely helpful and wants their students to succeed. The campus and environment itself is like a resort, and I am extremely grateful to be a student at the U.",34,"The campus and environment itself is like a resort, and I am extremely grateful to be a student at the U.",campus_facilities,positive
c1dd6fcd-a210-48a0-9330-f4a857f7d817,"It is in the middle of no where, freezing cold, your lucky to have a class with less then 30 students. Proffessor are rude and dont care. Literally have multiple proffessors read a PowerPoint out loud. No housing available because they accept more students then the entire town can accommodate. If u want to be in a small freezing town with a bunch of rude eastcoasters for years and years VT is ur spot!",35,"It is in the middle of no where, freezing cold",location,negative
c1dd6fcd-a210-48a0-9330-f4a857f7d817,"It is in the middle of no where, freezing cold, your lucky to have a class with less then 30 students. Proffessor are rude and dont care. Literally have multiple proffessors read a PowerPoint out loud. No housing available because they accept more students then the entire town can accommodate. If u want to be in a small freezing town with a bunch of rude eastcoasters for years and years VT is ur spot!",36,Proffessor are rude and dont care. Literally have multiple proffessors read a PowerPoint out loud.,professors,negative
c1dd6fcd-a210-48a0-9330-f4a857f7d817,"It is in the middle of no where, freezing cold, your lucky to have a class with less then 30 students. Proffessor are rude and dont care. Literally have multiple proffessors read a PowerPoint out loud. No housing available because they accept more students then the entire town can accommodate. If u want to be in a small freezing town with a bunch of rude eastcoasters for years and years VT is ur spot!",37,No housing available because they accept more students then the entire town can accommodate.,campus_facilities,negative
7bc285ae-ddc3-4850-ac9d-53a643719344,"Texas A&M is like a small city almost, which I love since I prefer to have lots of space and places to go. There's dozens of fast food restaurants, mini stores, and even a bus system on campus, making it easier to live here if living off campus makes you nervous. What makes this a four star rating instead of five is the costs and how crowded it is. Learning at A&M is expensive without ample amounts of financial aid, and we get thousands of new students each year, so it feels like walking around in New York sometimes. And Game Day can become extremely chaotic, but only because the games are worth watching. Otherwise, this college is a fun, friendly, history-rich campus with traditions unlike any other college out there.",38,"Texas A&M is like a small city almost, which I love since I prefer to have lots of space and places to go. There's dozens of fast food restaurants, mini stores, and even a bus system on campus, making it easier to live here if living off campus makes you nervous.",location,positive
7bc285ae-ddc3-4850-ac9d-53a643719344,"Texas A&M is like a small city almost, which I love since I prefer to have lots of space and places to go. There's dozens of fast food restaurants, mini stores, and even a bus system on campus, making it easier to live here if living off campus makes you nervous. What makes this a four star rating instead of five is the costs and how crowded it is. Learning at A&M is expensive without ample amounts of financial aid, and we get thousands of new students each year, so it feels like walking around in New York sometimes. And Game Day can become extremely chaotic, but only because the games are worth watching. Otherwise, this college is a fun, friendly, history-rich campus with traditions unlike any other college out there.",39,"Learning at A&M is expensive without ample amounts of financial aid, and we get thousands of new students each year, so it feels like walking around in New York sometimes.",affordability,negative
7bc285ae-ddc3-4850-ac9d-53a643719344,"Texas A&M is like a small city almost, which I love since I prefer to have lots of space and places to go. There's dozens of fast food restaurants, mini stores, and even a bus system on campus, making it easier to live here if living off campus makes you nervous. What makes this a four star rating instead of five is the costs and how crowded it is. Learning at A&M is expensive without ample amounts of financial aid, and we get thousands of new students each year, so it feels like walking around in New York sometimes. And Game Day can become extremely chaotic, but only because the games are worth watching. Otherwise, this college is a fun, friendly, history-rich campus with traditions unlike any other college out there.",40,"this college is a fun, friendly, history-rich campus with traditions unlike any other college out there.",social_life,positive
7bc285ae-ddc3-4850-ac9d-53a643719344,"Texas A&M is like a small city almost, which I love since I prefer to have lots of space and places to go. There's dozens of fast food restaurants, mini stores, and even a bus system on campus, making it easier to live here if living off campus makes you nervous. What makes this a four star rating instead of five is the costs and how crowded it is. Learning at A&M is expensive without ample amounts of financial aid, and we get thousands of new students each year, so it feels like walking around in New York sometimes. And Game Day can become extremely chaotic, but only because the games are worth watching. Otherwise, this college is a fun, friendly, history-rich campus with traditions unlike any other college out there.",534,financial aid,affordability,positive
d6bdf8fe-fd79-4033-a987-f0bd259f3d8d,"Great faculty, great opportunity, great students.
Not only do you get amazing academics, but a dedicated faculty and intelligent student body. The amazing athletics is a bonus.",41,"Not only do you get amazing academics, but a dedicated faculty and intelligent student body. ",professors,positive
d6bdf8fe-fd79-4033-a987-f0bd259f3d8d,"Great faculty, great opportunity, great students.
Not only do you get amazing academics, but a dedicated faculty and intelligent student body. The amazing athletics is a bonus.",42,The amazing athletics is a bonus.,social_life,positive
c52bc31d-e3c0-4cfe-867e-6976618ac41a,"At Rutgers University—New Brunswick, the bus system should be altered to fit the needs of transportation for all students. Lengthy weight times and crowded stops decrease students’ ability to prioritize their education.",43,the bus system should be altered to fit the needs of transportation for all students.,campus_facilities,negative
3f088046-6ca1-4fe1-b88e-949cdfdf6431,"UCI was the best decision I have made because I am becoming a strong, independent woman. I am maturing more as I go there, and I am learning more about my persona and who I want to become. My family has always been by my side; they are my ride or die; however, not having them or holding their hand and living in the dorms with another person who I never met has strengthened my independence. I have met many students from various diverse cultures; however, I was unsure at first because I am Latina and UCI has a huge Asian demographic. However, that thought was eliminated when I realized that I still have my culture surrounding me every day. UCI has exceptional staff, faculty, and students, which is something that I looked for in my next home for four years. People in Irvine are respectful, dedicated, and perserving. My time at UCI has been amazing, and I cannot wait to see what the future holds,  especially making my family proud and becoming an individual who is loved and respected.",44,I have met many students from various diverse cultures,diversity,positive
3f088046-6ca1-4fe1-b88e-949cdfdf6431,"UCI was the best decision I have made because I am becoming a strong, independent woman. I am maturing more as I go there, and I am learning more about my persona and who I want to become. My family has always been by my side; they are my ride or die; however, not having them or holding their hand and living in the dorms with another person who I never met has strengthened my independence. I have met many students from various diverse cultures; however, I was unsure at first because I am Latina and UCI has a huge Asian demographic. However, that thought was eliminated when I realized that I still have my culture surrounding me every day. UCI has exceptional staff, faculty, and students, which is something that I looked for in my next home for four years. People in Irvine are respectful, dedicated, and perserving. My time at UCI has been amazing, and I cannot wait to see what the future holds,  especially making my family proud and becoming an individual who is loved and respected.",45,"UCI has exceptional staff, faculty, and students, which is something that I looked for in my next home for four years.",professors,positive
8cbcd3e7-95cc-4bf0-a89a-a3ef1ca6daee,"Middlebury is an interesting school for sure. On the one hand, the experience so far has been extremely eye-opening. Courses can be hard to get into, just seating wise, but sometimes the classes you panic register for turn out to be your favorite. The professors are knowledgeable. Administration can be kinda top-down organizationy, especially in infrastructure decision making. There are niches for so many different interests at the school, so it feels less like everyone is smarter than you and more than everyone has really cool interests that are different than yours.",46,The professors are knowledgeable.,professors,positive
8cbcd3e7-95cc-4bf0-a89a-a3ef1ca6daee,"Middlebury is an interesting school for sure. On the one hand, the experience so far has been extremely eye-opening. Courses can be hard to get into, just seating wise, but sometimes the classes you panic register for turn out to be your favorite. The professors are knowledgeable. Administration can be kinda top-down organizationy, especially in infrastructure decision making. There are niches for so many different interests at the school, so it feels less like everyone is smarter than you and more than everyone has really cool interests that are different than yours.",47,"There are niches for so many different interests at the school, so it feels less like everyone is smarter than you and more than everyone has really cool interests that are different than yours.",social_life,positive
8cbcd3e7-95cc-4bf0-a89a-a3ef1ca6daee,"Middlebury is an interesting school for sure. On the one hand, the experience so far has been extremely eye-opening. Courses can be hard to get into, just seating wise, but sometimes the classes you panic register for turn out to be your favorite. The professors are knowledgeable. Administration can be kinda top-down organizationy, especially in infrastructure decision making. There are niches for so many different interests at the school, so it feels less like everyone is smarter than you and more than everyone has really cool interests that are different than yours.",48,"Courses can be hard to get into, just seating wise, but sometimes the classes you panic register for turn out to be your favorite.",academics,neutural
24711abf-0bb0-422b-852f-bc02fd614635,"A bit of the rich party scene but overall diverse and met awesome people. The academics are rigorous, a lot of homework and a bunch of challenging professors but overall good classes (if you stay away from the math department)",49,A bit of the rich party scene but overall diverse and met awesome people.,social_life,positive
24711abf-0bb0-422b-852f-bc02fd614635,"A bit of the rich party scene but overall diverse and met awesome people. The academics are rigorous, a lot of homework and a bunch of challenging professors but overall good classes (if you stay away from the math department)",50,"The academics are rigorous, a lot of homework and a bunch of challenging professors but overall good classes (if you stay away from the math department)",professors,positive
24711abf-0bb0-422b-852f-bc02fd614635,"A bit of the rich party scene but overall diverse and met awesome people. The academics are rigorous, a lot of homework and a bunch of challenging professors but overall good classes (if you stay away from the math department)",288,academics are rigorous,academics,neutural
ef217e81-c09f-4bdc-9822-ff358b9b8547,"Stanford has developed a reputation as one of the country's great institutions of higher education, consistently ranking in the top 10 national universities. In addition to outstanding academics, Stanford is known for its great return on investment and entrepreneurial student body.This marks the second year in a row that Stanford is the most selective college in the country, a title that was traditionally held by Harvard until last year. Stanford accepted 2,138 of the 42,167 student applicants for the Class of 2018They come from diverse backgrounds, both academically and ethnically. Students are optimistic, fun, and intellectual. Bright, creative, career-oriented, friendly, socially liberal and relaxed. Students at Stanford come from around the world and will likely be some of the most interesting people you will ever meet.Stanford is among the world's leading research and teaching universities. It aspires not only to provide education but also to develop individuals.",51,Stanford is known for its great return on investment and entrepreneurial student body.,career_prospect,positive
ef217e81-c09f-4bdc-9822-ff358b9b8547,"Stanford has developed a reputation as one of the country's great institutions of higher education, consistently ranking in the top 10 national universities. In addition to outstanding academics, Stanford is known for its great return on investment and entrepreneurial student body.This marks the second year in a row that Stanford is the most selective college in the country, a title that was traditionally held by Harvard until last year. Stanford accepted 2,138 of the 42,167 student applicants for the Class of 2018They come from diverse backgrounds, both academically and ethnically. Students are optimistic, fun, and intellectual. Bright, creative, career-oriented, friendly, socially liberal and relaxed. Students at Stanford come from around the world and will likely be some of the most interesting people you will ever meet.Stanford is among the world's leading research and teaching universities. It aspires not only to provide education but also to develop individuals.",52,"hey come from diverse backgrounds, both academically and ethnically.",diversity,positive
ef217e81-c09f-4bdc-9822-ff358b9b8547,"Stanford has developed a reputation as one of the country's great institutions of higher education, consistently ranking in the top 10 national universities. In addition to outstanding academics, Stanford is known for its great return on investment and entrepreneurial student body.This marks the second year in a row that Stanford is the most selective college in the country, a title that was traditionally held by Harvard until last year. Stanford accepted 2,138 of the 42,167 student applicants for the Class of 2018They come from diverse backgrounds, both academically and ethnically. Students are optimistic, fun, and intellectual. Bright, creative, career-oriented, friendly, socially liberal and relaxed. Students at Stanford come from around the world and will likely be some of the most interesting people you will ever meet.Stanford is among the world's leading research and teaching universities. It aspires not only to provide education but also to develop individuals.",53,Stanford is among the world's leading research and teaching universities. It aspires not only to provide education but also to develop individuals.,academics,positive
2e4274ac-09de-48c7-917a-52d309b97ff2,I love Virginia Tech. It is full of community and opportunity; my biggest problem was deciding how to balance all of the things I wanted to do with what I could do realistically while still succeeding.,54,It is full of community and opportunity,social_life,positive
bfa667aa-49e2-4db4-b661-98b485d7490f,"Beware of what you get yourself into. Most alumni/ students will sugar coat the culture at W&L. Alcoholism and heavy drug use is rampant, open hostility towards LGBTQ and minority students is normal. The frat culture permeates every level of the university including student clubs/events/academic cliques. Hazing is alive and well which includes forced drinking, humiliation, and physical abuse. Classes are very academic and inordinately time consuming and 200-level classes for non-majors are taught at the graduate level. Most students are competitive and aggressive. The strict honor code leads to division inside and outside the classroom. Coincidentally, most tests can be taken anywhere on campus which is taken advantage of. Unless you have a scholarship or have enough money to be social, do not come here.",55,"Alcoholism and heavy drug use is rampant, open hostility towards LGBTQ and minority students is normal.",safety,negative
bfa667aa-49e2-4db4-b661-98b485d7490f,"Beware of what you get yourself into. Most alumni/ students will sugar coat the culture at W&L. Alcoholism and heavy drug use is rampant, open hostility towards LGBTQ and minority students is normal. The frat culture permeates every level of the university including student clubs/events/academic cliques. Hazing is alive and well which includes forced drinking, humiliation, and physical abuse. Classes are very academic and inordinately time consuming and 200-level classes for non-majors are taught at the graduate level. Most students are competitive and aggressive. The strict honor code leads to division inside and outside the classroom. Coincidentally, most tests can be taken anywhere on campus which is taken advantage of. Unless you have a scholarship or have enough money to be social, do not come here.",56,The frat culture permeates every level of the university including student clubs/events/academic cliques.,social_life,negative
bfa667aa-49e2-4db4-b661-98b485d7490f,"Beware of what you get yourself into. Most alumni/ students will sugar coat the culture at W&L. Alcoholism and heavy drug use is rampant, open hostility towards LGBTQ and minority students is normal. The frat culture permeates every level of the university including student clubs/events/academic cliques. Hazing is alive and well which includes forced drinking, humiliation, and physical abuse. Classes are very academic and inordinately time consuming and 200-level classes for non-majors are taught at the graduate level. Most students are competitive and aggressive. The strict honor code leads to division inside and outside the classroom. Coincidentally, most tests can be taken anywhere on campus which is taken advantage of. Unless you have a scholarship or have enough money to be social, do not come here.",57,Classes are very academic and inordinately time consuming and 200-level classes for non-majors are taught at the graduate level.,academics,negative
6e8e6cff-13fb-439c-8a80-d477a2195523,I had a really nice time here. The people here are truly kind and very helpful. The college advising is also very helpful.,58,The college advising is also very helpful.,university_resources,positive
