guid,label_list
724448a1-1695-44f5-8a20-077fda7e265e,"academics, campus_facilities"
fc5feba4-ad67-4de4-a238-05fab75ea7c6,social_life
6b66156b-588d-4cf1-8aae-51392eaaa731,"social_life, professors"
126f0877-1e49-4c3c-812f-65a4bd5ef545,"diversity, university_resources"
1124d92d-4b8a-4e1d-ab44-8c55bff0498f,"academics, professors, campus_facilities, affordability, social_life, location"
b41a1ead-9821-4d52-b2df-5b4609e8b531,"social_life, campus_facilities, professors, academics"
02a3e313-711e-479e-af79-51897c8f3709,"academics, professors, campus_facilities"
be420640-ac4d-4aa7-b7e1-f479512b27cc,"academics, social_life"
5e991669-1732-4d11-b48b-61610324f152,"academics, career_prospect"
c02acda5-71e8-4c50-8606-c2e127428066,"academics, location"
dd0bce86-5549-4721-bbb8-c651dffd3e6c,"location, social_life"
0b0f0bee-c4c7-4d7e-a94b-c8386536ca89,"academics, location, social_life"
dcec921f-cf27-43e8-96d5-52207369c4ae,"academics, professors"
5f78ef85-e452-4065-a7ce-85ac237c4d23,"academics, campus_facilities"
c6013768-d0d9-4fdc-b236-5b7141242f70,"academics, campus_facilities, social_life, professors, location"
aff916ef-dae6-4ad2-978c-e66733438fc7,"campus_facilities, administration"
f092f36f-a767-4601-bc5b-365e71413832,"social_life, campus_facilities"
c4daf8a2-17ac-4d61-a3e0-fb9272b085fc,"academics, affordability"
e599a123-4616-4741-88b2-2a7c16fe1d1c,social_life
fa7ce7c5-07bb-42bb-8df9-e6dfe1373b6f,"academics, location"
3511e2c5-5096-42e1-a66d-2e522610ef82,"academics, professors, social_life"
18461347-6c6a-4754-a652-2240c0664025,"affordability, academics, social_life"
8a4c5d78-22a8-4f9e-9952-b29aff5143d2,"academics, location"
7384af47-35dd-4445-9a6a-1083e6823be6,"academics, affordability"
b8c7a140-2b4a-4dbc-8234-573b566c71d9,"academics, location, social_life, professors, diversity"
a7c07cf5-adbe-4bfc-9ba8-0269f082e6bc,"academics, social_life, location"
67d27079-954e-40ab-89ea-ab9e95af5b91,"diversity, academics"
379f0227-8de3-43e8-8ac1-0e0c2099dfe0,"location, social_life"
6535f701-3493-4726-bfd5-0537d62183fc,"social_life, location"
abad40e7-a47e-4516-ad04-22613d0de5da,"academics, social_life"
82b10e41-b641-4f8a-ab84-183a133314b5,"social_life, safety"
86b3e870-c9b8-49b8-83ab-d0e571200dae,administration
4d0d60a3-c917-474b-958e-fd528a2e05d5,"diversity, academics"
76f42794-86cc-4403-98cd-8a7bdb452651,"diversity, social_life, academics"
91388a2f-fda1-424d-9619-d70389bf4ced,"social_life, diversity"
a9563f42-e837-449c-8e03-076bfd22ee04,"academics, location"
c2adbf8b-8297-4d83-9e91-bd27d3b1bc33,"social_life, academics"
940b849c-ff2e-4eeb-bc6a-e1bbc9628070,"administration, professors, career_prospect"
bc4c256b-16bb-415f-8bae-f4a9b7f5468f,university_resources
0553983f-02ef-48b2-a9d6-b3547d61c5bb,"academics, social_life"
b46efc2a-3ccc-40f3-85a6-7f7b7beea1bf,"academics, campus_facilities"
c0186620-a55f-4b4a-9dfa-fb22f2c02d2d,"academics, social_life"
a6dbb0d3-0415-4797-bb7a-78fde8ccde6f,"academics, social_life"
49004900-3657-4a37-b296-df60e849511c,"social_life, administration"
d89e3c08-f2bf-4359-8243-02db554d7783,"academics, social_life"
0e26223a-e9d1-41af-8de4-a987b6f834c6,"academics, professors, campus_facilities"
93fd5a37-6564-4236-90b9-d53b37e3369f,"academics, diversity"
c015ee2d-7834-4559-93ad-d37ca742ed69,"academics, professors, administration"
6caa03d2-117e-4122-9acc-0f913d7d34fe,"academics, affordability"
bf4679c6-0a2b-4e79-b8ac-4ebdd6efea6a,"academics, campus_facilities, professors, diversity"
7ae836d4-9f2b-47d0-af06-3c8dc112a81a,location
b7f7cd17-6d99-48ee-901d-0e2b0bde1700,"academics, social_life"
f223be9b-9acb-412c-929a-39d31cadeb09,social_life
8fafe460-54b9-4ab5-9111-c1f017240691,"social_life, academics"
c7d6bcc0-e3ea-4421-92e1-a107900bff96,"academics, affordability"
21d5629a-33e3-4130-ae0e-e3dbe4e19d24,"academics, career_prospect"
3af963d2-6424-4833-91a4-105222d4e98f,"academics, university_resources"
9e1fda57-a86a-4853-93c3-d9cb2317d714,"academics, career_prospect"
1b224939-12c4-47df-aeb1-621fe0e814e2,"academics, social_life"
bbb550ab-a10a-47c3-bf0e-5dababa8308e,"academics, professors, campus_facilities, university_resources"
c1d2b50b-1966-4ab2-8038-888115fb0fff,"academics, social_life"
f0dd0326-3c37-442e-ab21-3536ba062dae,"campus_facilities, professors, university_resources"
c6db22b9-a976-4288-a248-2d50aa4f1ac7,"professors, social_life"
39afb960-7e30-4cac-a64a-a77dda0e2bd5,"academics, campus_facilities"
ad1eb54a-801d-4266-a9c5-e6d7486b6971,"academics, social_life"
f753418e-bb8c-4799-aaba-644eb540a878,"academics, diversity"
8a55304c-5826-466d-8d74-4b9ecc1aa2a5,"academics, professors, university_resources"
9d12994f-5b8b-46fe-a557-23c4f470517b,"academics, social_life"
02ccf663-96e4-4ebf-9e2f-01d6607ec9ec,"campus_facilities, professors, university_resources"
7a48f97b-f9f3-446a-9e1e-dfa5e70c2dde,"academics, social_life"
6f1d1747-193a-4d2b-a42b-ea0df9105c7e,"academics, social_life"
1f676bef-ff1c-4dfe-8dd2-c0be370fb332,"academics, diversity"
3c95a9cc-4d53-4540-9ab5-58dbab9e9446,"academics, professors, campus_facilities"
2e919015-e336-4865-ac2b-8a35f6cf8765,academics
3a736931-b21b-4ce2-b9bf-aba32d7d476a,"academics, location"
9df1ad41-bd8d-4ac3-9957-612c390abfd8,"academics, professors, social_life"
f2c29688-13e4-453d-aae1-28d0fb544de5,"academics, professors, campus_facilities"
2d43cd0b-72e5-471a-a94e-aa3890bc8af4,"administration, professors"
0284ca37-df0e-4b87-bfc9-d96de157b7d1,academics
7d7b800e-49c5-4edb-9be9-0432b2155ba7,"academics, administration"
c1dd6fcd-a210-48a0-9330-f4a857f7d817,"location, professors, administration"
89ce2e06-e6b8-43aa-9118-d90a3bddbced,administration
ac28c5e6-65fb-4e6d-a3db-d8c6b6de8ee8,"academics, administration"
8a697f47-6d9a-4064-800d-6ff19a28c82b,"professors, social_life"
3537bb5b-08fa-4095-b002-d7c3119a1bb5,"diversity, academics"
5ddfaa95-5e8d-4d3d-9386-c8091a5aafa5,"administration, affordability"
aa8e8cec-c852-4e47-bce0-4eae25531f25,"diversity, safety"
bc2d3367-5014-439d-a62b-42102fe7e4ca,"academics, administration"
faa23de5-9db3-4cf7-b203-1287c6795997,"location, social_life, professors, administration, diversity"
ff738ac2-916d-4f48-ac7d-cef9007eb478,"administration, safety"
c3c4ca61-c53c-4f7e-b5bb-a8593178d1f6,"campus_facilities, academics, professors, administration, social_life, diversity"
258bd975-bcbe-4c23-a49b-4560f54a7f55,"location, administration"
ceceeb46-6870-4fbb-850a-b58236f0a831,"professors, campus_facilities"
980d09dd-cc47-4258-b595-18cae68a89cf,"academics, social_life"
2ace30b3-671f-4629-8d3d-bc9ab374fac6,administration
7855e065-ad24-4b16-aa83-0fdde6435cb5,"social_life, academics, diversity"
397256bf-7d4b-4e70-a5a4-6c17d7069d25,university_resources
a0953199-022e-4037-89f1-2e5b76df2a85,"location, social_life"
d849a8c3-5057-4d6f-b1d6-364bc7d6c09a,"diversity, safety"
b65e8c5b-641e-4660-be79-386cb2cb1e13,"location, professors, social_life, administration, affordability, campus_facilities"
724d0f0e-5b17-4855-b51e-d7ebca0c731f,"academics, diversity"
d344b800-920d-436c-b0a8-9fedc360ddd5,"academics, diversity"
e77b1367-1ca3-4ad0-be6e-ef258ead5cc8,"academics, university_resources"
ebd935b7-9eee-4139-b7b1-70897c7710cb,"safety, administration"
703075d8-db17-4e8f-ae4b-4599fc3858a7,"location, safety"
3e23ae46-0e75-4989-a2f9-22ddaca59832,"academics, professors, social_life, diversity, campus_facilities"
89c70562-dfb7-491e-badc-f9ecf056a0ff,"diversity, location"
1a076a1a-0a02-43df-a285-651976dd2997,"academics, affordability"
1ed55274-4752-40d5-8105-532c9269a5bc,"academics, campus_facilities"
12ae6e60-e69e-43b0-914c-25506bdd1773,"academics, diversity"
57470c3a-ef80-4659-b3e3-2fccd73d296f,"academics, campus_facilities"
8296773f-e94a-4379-87e7-6d17243f3435,"academics, campus_facilities"
6a1399aa-58c3-4a58-973d-83b17ab5a02f,"academics, campus_facilities"
66fa4204-65b0-4b4c-a9a5-7fc922af96b3,"academics, campus_facilities, professors"
7eb0a9e7-3aa1-445f-8b99-e32dee8363f7,"location, campus_facilities"
32302ad2-5765-489d-b3eb-027053d467c5,"social_life, campus_facilities"
2e4274ac-09de-48c7-917a-52d309b97ff2,"social_life, university_resources"
f95fdd35-fb4a-43f0-8f3d-23d8b9fb6363,"academics, social_life"
5b160806-539f-4b59-9df2-c299e0487af6,"academics, social_life, professors, campus_facilities, location"
b7aa391e-8f0e-4897-ae9a-7613f4a1d048,campus_facilities
438e59ad-de8a-475f-8d13-da4daf64101c,"academics, professors"
70986e4c-d88f-4d0b-83bc-ef8337acb5de,social_life
f23aec5c-cd20-4c89-8228-26544f89f415,"campus_facilities, professors, social_life"
a531f354-9f93-4d84-8f63-0f0005f4a2d2,"social_life, professors"
0f1c293c-8f38-43bf-bce4-331cdaa49d76,"social_life, academics"
289d41e5-2b95-4027-ba11-48465038a0ed,"academics, campus_facilities"
4c1a2075-b979-4a1e-a7a6-8b4c26f46007,"academics, professors"
6fc1634b-d479-48f4-b8ac-53cc09186d9b,"academics, professors"
7c9ce7b1-f585-4c6c-ad5a-2fe4bf3b09d3,"academics, social_life"
47270c54-b0c4-417b-99c0-f41ec7973d7c,"academics, campus_facilities"
a88a9069-c7e3-4952-b458-49eb3d0d0f24,"academics, campus_facilities"
4e3e49b5-29e8-4af1-95d3-55ac2f98cdef,"academics, social_life"
63a8636a-189a-4e63-960a-5d761c1ba1f8,"academics, location"
b0112b65-c157-41fc-86b5-23065959c67c,"academics, professors"
4fd1f708-6653-457c-86d3-612c8a42b660,"academics, campus_facilities"
8b4420e4-9372-4e16-81d8-eeeeefff4761,"academics, location"
4553cb96-3757-40df-b872-554f0cbf4c81,campus_facilities
39cbd8a5-204d-45da-a28f-7204972cbcf8,"social_life, campus_facilities"
55085a9d-b389-4fc8-a8b6-19886e9d8923,"social_life, professors, campus_facilities"
fb1026f6-5ec5-44f6-a3f1-9c1399f40939,"academics, location"
6c286b31-7972-4d66-ab07-1856d2707dcb,"professors, academics"
38e55c95-7104-42ba-b3b9-2ea6244a53f8,"location, campus_facilities"
f30cb9fb-c8b3-406a-a9a7-a1c9426df84e,"academics, affordability, career_prospect"
0440be0e-bbbe-4efc-96b6-d1c7a9442d85,"diversity, social_life"
7e8f3ee6-41e1-4bfb-8f1f-52c9702151d1,"academics, professors"
0ed8a4bf-4eb8-4732-a2e3-8fc19cbbd010,"social_life, campus_facilities"
3f71b51b-4e34-469a-8142-2229615dfc11,"social_life, campus_facilities"
38f1f5d3-c9d2-4762-93c8-3220e5795045,"academics, administration"
6a55b72c-2e66-4066-8dec-8f6edc791619,"administration, career_prospect"
e14c0c70-93df-41de-bd75-2caefa0259c6,"administration, affordability"
6ec6c5c6-0c55-4399-bd4c-dd3a057c65cd,"academics, diversity"
3d79fbdc-c9a0-43a0-a4ac-317d907d0b50,"professors, academics"
9fd0155b-75b7-44dd-ae39-ccbed37c9655,academics
449b1ef5-a218-4e2e-8c3b-9cb1f278dc8e,"professors, administration"
3d494f27-a4ad-4b8e-ac30-7bf7825e58f0,"academics, diversity"
d5b361e3-fe11-4861-b384-51ab88376ff9,"diversity, campus_facilities"
738e9689-b95a-4e27-b6f5-4c6062b37b28,"diversity, academics"
cf85e263-487c-43d2-a8fa-140afc597d44,"social_life, diversity"
121397ba-26ab-4646-9a43-582c85606558,"professors, social_life"
706859e2-c10c-41b1-9bc2-21f621ee3b12,campus_facilities
be5409db-e493-4c57-949c-01db0a4b7514,"academics, diversity"
0548bd71-9b20-45e4-8f0b-791535ed2129,"academics, location"
9ea62cea-075b-4670-b0cb-4946f7cfb5f0,"academics, social_life, location, diversity"
f0a79a73-87d6-4fc2-9a03-22efe9e08f5c,"professors, social_life"
6be334f3-bf1d-4be5-bb3c-b28d0526928b,"diversity, academics, affordability"
fac5587d-433d-4d5a-a045-4f099b0307a9,"academics, campus_facilities"
bed57b59-3c24-4841-9660-325c090066fb,"academics, social_life"
d7e153dc-3875-40df-bddd-4dc023abca65,"social_life, safety"
092aa712-4cbf-4150-8560-cb96f9c3cec0,"academics, affordability"
b84f22ff-9877-4e56-bbf1-20c96f22440f,"diversity, affordability"
f9a2075c-6a0a-46b6-a4ad-3fde5e4de580,"academics, affordability, social_life"
0f6ac01f-e7ce-449d-9ac2-aca70905b69d,"academics, affordability"
88e458c5-39e9-4207-b78f-773d7fa8141f,"academics, diversity, social_life, campus_facilities, professors"
bfeb78a4-3ad2-40d7-8ad3-cb395145c5fd,"diversity, social_life"
037d0507-f355-4e12-9360-b113ecf48f5c,"diversity, social_life"
aad81369-dfa6-4229-9dab-ab344bf2c5eb,"academics, career_prospect, diversity"
870c547b-a0c6-4234-84af-0c4eb3180c57,"professors, social_life"
295f01fb-6647-4180-805d-e2d421231cfe,"academics, social_life"
064af768-5a82-45b1-84e7-650d3d859fc7,"diversity, academics"
a13116d7-eeb6-47cf-9854-22504f67cc20,"academics, diversity"
c291cf95-9272-4745-9155-98b6c6d99cce,"academics, diversity"
dd96f111-2ec4-40aa-b83c-bdd464b7de56,"academics, social_life"
3c5c6875-8757-463b-8220-45eb5f99091f,"academics, social_life"
c6d561b3-35b0-4800-9d50-d07a740fce36,"career_prospect, professors"
0b3841db-d603-42df-9fb1-b58c6052a257,"social_life, campus_facilities"
16c1b94c-ed14-4782-9b18-9634d34f1b1f,"academics, professors"
6103d5af-6675-44e4-b5ab-95442c107af3,"academics, professors, career_prospect"
ae14af19-d5b2-476a-83b0-92804cb1ca7d,"academics, professors, diversity"
64356326-9b75-49f1-955b-02084b11bcb8,"social_life, diversity"
4ebe629f-1ade-4d2a-af25-ce49eb406d87,"academics, social_life"
c1f65cd0-24ea-4b5d-a4e8-98ce50a59418,"academics, professors, campus_facilities"
51daf123-da5b-4e90-bead-f24a469abf01,"academics, social_life, diversity"
5088c265-2dbe-4453-8f19-ba66a025be76,"academics, affordability, social_life"
f30492b5-73df-40fd-b306-53ecbc6aafe9,"academics, social_life"
39bb77f2-fa7c-44cd-987d-1c7ec0f45452,"diversity, administration, social_life"
6d104136-b2c4-4c0c-8b45-7c82ca14c74c,"diversity, university_resources"
40e021db-5f86-4e7e-961b-81619ff3c081,"diversity, social_life"
003abdf1-31bc-42f0-8f8c-b7216bb48e6e,"academics, social_life"
69c893f4-4a8d-4b45-9d25-ebbd1c793e77,"academics, professors, campus_facilities, career_prospect, university_resources"
9db3731d-bbbf-45bb-98ca-b3ac0f797ee2,"academics, campus_facilities"
a75226a1-9dff-47de-be59-7454a83bf49b,"academics, social_life"
ed4c631a-ab6b-48fd-80df-596858dca200,"academics, social_life"
0d4b62c0-aaaa-4b18-a624-8550db34432d,"academics, campus_facilities"
d6fe2669-0d9a-42e7-87e3-3c7eab025d8f,"social_life, professors, university_resources"
79bd55c4-700c-43a8-9d98-cd8e986d4baf,"social_life, diversity"
2efd7219-a934-44e0-8001-c5c813b18ff1,"social_life, campus_facilities"
1886e3cc-1b52-4ca2-aa3c-8118f32e512b,"academics, professors, university_resources"
ab634321-d19c-44e1-9403-38af645e2b1d,diversity
e176efc4-5c4e-4a79-8253-37df2bd7f7c3,"social_life, professors"
869acd82-17b9-4ce2-bda8-a6347dcc712a,"academics, location, professors, campus_facilities"
93dd4485-02ae-464f-a581-2d09d12916b6,"academics, diversity"
01f10575-e302-4418-a9d0-4fe81093e78e,"social_life, campus_facilities"
edbee6ce-7c5d-4a89-8a9b-2adcace2c56f,"academics, professors, campus_facilities"
63062ba6-cc04-4202-9e0a-226c4d0992a9,"academics, social_life"
b794e0d0-e1fd-49e7-8e0d-e9a7ed60e273,"social_life, academics"
36676959-9061-44f5-a8b8-df72dce118a5,"academics, safety, social_life, campus_facilities"
4a9d6ddd-4e05-49d0-941d-84861afef3a1,"academics, professors"
94029282-5f5f-4c44-8a15-5c85179f4dff,"professors, university_resources"
227ebe2b-5d1e-46de-aa67-8528a856a188,"social_life, campus_facilities"
d369bfcb-b7b1-441a-b3b9-4b28ffdd2029,"social_life, academics"
f43d87f7-8a4f-4068-8ca3-2a3a0c721130,"academics, campus_facilities, university_resources"
ccbc9ae3-8768-400e-8121-54b9e59157e1,"administration, university_resources"
ee5985cc-6e1d-46e8-b566-ad5c938a352d,"academics, diversity"
ce988e33-7fd2-443e-9fea-e9790a82cbc2,administration
4d128730-3eca-4266-9e37-ff5252d9b440,administration
c1e48dcf-5da9-407c-9013-326a9c7bb6dc,"academics, professors"
c52d4a53-93fc-47f9-b9c8-dcf90f4bb0b1,"academics, social_life, location, affordability, career_prospect"
b53ac4f3-9106-4dce-89f0-d2eb1fdb2dd6,"location, academics"
9812b915-5c3f-4911-9d1d-036018a522cc,"academics, social_life, diversity"
406e5e1e-153a-466a-88a3-cb569fd0fcc7,"academics, professors"
c2219503-d466-43ab-9985-59209425cbd5,"academics, administration"
4045e42b-114e-41b3-9c38-b067657b5384,"academics, diversity"
cd77cde2-6b6b-4c7b-9b6f-efb7c1616cd1,"academics, safety"
f25438e5-8b1a-490a-adb9-134d56eaf5e3,"academics, social_life"
a5acf4d0-b348-4ad3-8035-eeded0c46615,academics
19a96f02-53b9-4c3b-88b0-fd023039160e,"administration, affordability"
b9c89905-9cb2-4efd-91f5-c1139d2df7ab,"academics, administration"
35673a8c-bd7f-4c89-bf76-cb215f0d6f35,"professors, academics"
95dc8c6e-830c-4cbf-b464-814bdf8e18f7,"social_life, academics"
837cef51-8f0b-40ef-bb30-0bfd5ba0e212,administration
10cc1d47-6cd8-48c3-b21c-250fb7b696d9,"professors, administration"
7c3ad783-286d-4ba9-b282-35560847ff2d,diversity
1f84ab47-3739-40a2-b3fa-dad466253208,"academics, social_life, location"
8f43639f-7f9a-4dc3-bffb-e0ef8752d75e,"academics, professors"
99eea107-d64b-4d2d-a34f-b7b5319d4d55,"affordability, campus_facilities"
fc12a4da-e048-4f93-9200-8398e652f6cb,"social_life, academics"
7df59c88-57a1-406d-b49c-456d9340a139,"safety, diversity"
dfd002d1-97f4-4e12-8863-4be33b4b615e,"academics, campus_facilities, university_resources"
e71f2d02-68a5-4eae-83d9-0cdfafad9fc9,"campus_facilities, affordability"
3034d045-d748-4055-9120-79b89cb3423d,"professors, campus_facilities"
f2e8d180-0baf-4227-8ace-50495404598c,"location, campus_facilities"
9469a572-b0be-4881-83c9-42896c5540eb,location
76298071-dfec-47b3-a2fb-e5908c1fe4e3,"campus_facilities, academics"
b2c0565a-ab22-4c21-91bd-9f467b9d2c0f,"academics, social_life"
a738b673-da36-4a67-9cec-03642f9af2f6,"location, academics"
f62acefc-6700-4b4b-b063-dbcc841e5927,"academics, social_life"
c4d44750-2b61-475f-8e1f-b05a6a6027db,"professors, location, social_life, diversity, campus_facilities, affordability, university_resources"
b7df9c63-0b11-40cc-8a07-7ab810da1671,"academics, campus_facilities"
a88e67b4-99fd-4c82-bfa9-fba045054cc3,"diversity, career_prospect"
4dbe9835-502e-4d91-989d-4bf7ca7f45a9,"academics, professors"
6ecce890-3971-4442-8093-5a316ad77e0c,"academics, location, social_life, affordability, campus_facilities, career_prospect, diversity, university_resources"
109e5878-7655-4982-8087-4785e297deb5,"academics, diversity"
ace4a912-eef2-42a8-9475-8eb88e3bc926,"academics, social_life"
d5eed7dd-8ded-4bfe-a181-26bb21ada069,"academics, professors, campus_facilities, diversity, university_resources"
c0149ccf-050c-46c3-a7ef-f38482c3df91,"location, academics"
34cac300-9ba5-45c4-b9bf-c14872073fdf,"academics, campus_facilities"
b4479389-99f9-482f-a4fc-069ac5404909,"academics, professors, social_life"
2388f347-eff9-4c2f-bf24-84f1697f3f9d,"academics, campus_facilities, social_life"
