guid,body,rating,author,created,categories,entity_id,date,name
e5745deb-939c-4d8e-8b14-766cd26ca68c,There are a bunch of great restaurants in downtown Amherst.,neutural,Freshman,2015-03-10 14:59:22,campus_facilities,127ec524-4bac-4a5c-a7f5-1ead9c309f44,2015,Amherst College
dd6fed88-1443-44c1-bde2-5bc052619637,"I feel very safe on campus -- no matter what time of day or night. The police are very kind and understanding; they really try to understand the students and any issues they come upon. Cannot comment upon health -- I haven't used the health center, but I've heard disappointing things.",positive,Junior,2016-07-24 14:46:11,Safety,127ec524-4bac-4a5c-a7f5-1ead9c309f44,2016,Amherst College
89546946-2ec9-482a-8dd0-f0490efa06f1,"I decided to not go through room draw - I went for a theme house, specifically the Russian floor in Porter House. It was great -- huge, spacious rooms, a bit away from the center of campus, very close to town. Walls were a bit thin, I got used to sleeping in earphones because of floormates walking around at night. Very great place, otherwise.",positive,Junior,2016-07-24 14:38:07,campus_facilities,127ec524-4bac-4a5c-a7f5-1ead9c309f44,2016,Amherst College
c72afb30-16ca-433c-8e8d-ddf6dec48bc9,Amherst is a quiet place in general and there's not a lot going on that could harm me.,positive,Freshman,2016-03-16 12:00:52,Safety,127ec524-4bac-4a5c-a7f5-1ead9c309f44,2016,Amherst College
5d55a7ae-9c77-4f8d-af6c-9444656a7507,People in the New England area know Amherst and hold it in high esteem.,positive,Freshman,2016-03-16 12:00:04,affordability,127ec524-4bac-4a5c-a7f5-1ead9c309f44,2016,Amherst College
77c4ad16-976a-4b6b-9520-8cb8362f50ac,We have a great football team and there's a lot of emphasis and health and well-being.,positive,Freshman,2016-03-16 11:54:59,social_life,127ec524-4bac-4a5c-a7f5-1ead9c309f44,2016,Amherst College
5d7071e1-0db9-4f30-91a9-cbbdedb67aaf,"Alcohol is widely consumed. Weed is used by some students regularly and many students occasionally. Other drugs are used by a small amount of students and are generally not seen by the general population and will probably not be offered to you, although, on such a small campus, you can find them if you're trying.",positive,Sophomore,2016-03-11 11:38:39,Safety,127ec524-4bac-4a5c-a7f5-1ead9c309f44,2016,Amherst College
471a21f3-a5f3-49b2-b5a9-fe07a6892500,Next to nothing kosher on campus.,negative,Sophomore,2015-06-02 00:29:15,campus_facilities,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2015,University of Miami
183609a9-2c3c-44b6-9a6c-0969a53b265a,"I only eat in the dining halls because it's one of my very few options. The food is usually not very good even if it looks good. The only thin that is consistently good is the egg station where you can tell them exactly how to make your eggs, the bacon (because no one can mess up bacon), and the burgers/ hotdogs/ fries.",negative,Sophomore,2015-05-15 10:32:03,campus_facilities,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2015,University of Miami
22e3188a-0a1e-441d-95f7-ad38e41279ba,"Comparing my freshman dorm room with my friends' at other colleges, mine was by far the worst. Cramped and in desperate need of a renovation.",negative,Sophomore,2015-04-21 17:46:39,campus_facilities,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2015,University of Miami
a6f4f852-3c54-4984-9acd-c359867d9eef,What school doesn't have housing for graduate students?,negative,Senior,2015-02-25 17:31:37,campus_facilities,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2015,University of Miami
ac09faa8-f1e0-4d52-90b7-60f08f791165,You are isolated because of US-1 and suburb.,negative,Sophomore,2014-10-27 20:57:42,campus_facilities,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2014,University of Miami
f327b044-b437-46d6-90a4-b18c83ef60ec,"Personally, the financial aid process is the worst aspect of attending the school. The financial aid office does nothing to help you and pushes you aside like you are another number. Trying to get enough financial aid to cover all costs is incredibly hard.",negative,Junior,2014-08-02 01:09:58,affordability,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2014,University of Miami
abcb5a48-6e7c-424f-9db1-dadd71069c50,"I'm not interested in finding drugs, but if I wanted to experiment, it'd be incredibly easy to access any kind of drug. They flow as much as the empanadas.",negative,Senior,2014-04-11 19:05:56,Safety,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2014,University of Miami
1ce95188-5841-48f9-b6f5-dfdb6cbd02d6,"No sorority housing, guys are mean and exclusive",negative,Student,2014-03-15 11:31:20,social_life,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2014,University of Miami
63657ef1-a6fd-4fae-85bf-deb232885938,"I don't have a car on campus, but when family has come to visit me, parking has been bad. My grandparents are old, and they need to be close to where they are going because walking is hard, but there are no spots near my dorm that they can park in, because a permit is required at almost every parking spot with expensive costs, and visitor parking is nowhere near where we want to be, so we couldn't spend much time on campus, because we had nowhere good to park. It was horrendous.",negative,Freshman,2013-12-23 22:23:42,campus_facilities,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2013,University of Miami
35c23893-f9c4-4ef0-bea1-8ff0ded9caab,"Parking permits cost $475 dollars for the year - what?
My public university friends complain aout having to pay $30 for the year, are you kidding me?
I am a commuter so I HAVE to pay that ridiculous amount - and the permits sell out quickly.
I was once on a waiting list of 400 people when I applied for a change of permit.
However, they do sell only a limited number of permits - as many as there are spaces in the lot so you are always guaranteed a space. But is $475 worth it? I don't think so.

Also, if professors dedicated as much time to the classes than the ticketing officers did in ticketing ALL the cars in the lot, we'd have geniuses stemming out of each classroom.",negative,Senior,2013-12-18 12:21:30,campus_facilities,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2013,University of Miami
80157ed9-c07e-43a9-a8a7-62e897162e19,"I really don't like it. It's time to stop treating college students like rats. I understand that Miami is overpopulated to begin with. But the buildings are from the 50's. They are old. They are small. You will probably hate your roommate by the end of the year. I wish I didn't have to do it again next year. Thinking about it makes me want to cry. The dorm rooms are not big enough to fit two people. The design is very basic. You see the outside of campus and you are amazed. You walk inside, it feels like a mental hospital. It is a glorified box. The UV is great though from what I've heard and seen, but you can only get in as a Junior.",negative,Junior,2016-08-11 20:30:46,campus_facilities,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2016,University of Miami
234eee7d-8130-47dc-80f1-6aac7bfa32a6,"The greek life for both genders is getting out of control. Reviews said that it wasn't a big deal at UM, but every year it gets bigger and bigger. The caliber of the people that join are not good either. Frats exclude other guys from coming to their parties, which brings about a ridiculous ratio of 10 girls to one guy. They are mostly an uncomplicated and superficial species. To be a greek girl, you have to act and sound the exact same as the rest of your sorority members. If not, they won't accept you. My friend tried to join one, realized they think they are above the rules and law, and dropped. The friends she made stopped having brunch with her as soon as she quit. They are mostly fake to each other, they are more concerned about image than true sisterhood.",negative,Junior,2016-08-11 20:25:51,social_life,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2016,University of Miami
8ae25f2a-004c-4ef8-a914-a91685450b17,I don't live on campus but I've been to the dorms and they are tiny and extremely outdated and uncomfortable.,negative,Sophomore,2016-06-29 12:19:32,campus_facilities,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2016,University of Miami
15f2bb2a-3f35-4639-a41d-79a09f7dfabb,The dorms look like prison cells,negative,Sophomore,2016-06-16 21:20:37,campus_facilities,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2016,University of Miami
759ef434-ff36-42f7-b42f-54c08e812be8,I feel like the administration does not care,negative,Sophomore,2016-06-16 21:16:54,affordability,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2016,University of Miami
8ebda195-53ac-4fb7-b672-5fd210826ba7,They take up too much space are barely active on campus,negative,Senior,2016-03-25 19:39:38,social_life,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2016,University of Miami
1aef4b78-3433-4acf-b144-c7ecfee94d5f,It's Miami... drugs are pretty much everywhere and very accessible. Little to no policy enforcement.,negative,Freshman,2016-01-09 17:19:26,Safety,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2016,University of Miami
c64dbad4-1c11-466c-89bf-065e3ca6f603,"The U doesn't have the best way of controlling/supervising what goes on in the fraternities.  Lots of issues are caused by the university not recognizing the frat; thus, some of them get out of control.  Several frats are not recognized as a school sanctioned frat, but everyone still will associate the mis-conduct that sometimes comes from them with the university.",negative,Junior,2016-01-05 11:16:01,social_life,f7397325-1b91-4a7c-a3d6-eaa23fd294ae,2016,University of Miami
2ad3bd24-be64-4624-8847-b86fc28f10f8,I haven't heard of anyone live off-campus.,negative,Junior,2014-09-10 03:44:06,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2014,Hamilton College
31c68e89-f0a9-4400-9db2-1fd2bba8931e,"It's boring, monotonous, and dominated by Greek organizations who think they are cool. It bores me. ",negative,Freshman,2014-01-07 19:28:47,social_life,2c7d529e-2b36-4c81-867f-248df6667c0b,2014,Hamilton College
83d09bda-df2e-4095-81ca-050ad5c3054f,"The college recently unveiled sweeping housing changes which they described as non-negotiable after extremely limited input from students. These changes include a plan to completely eliminate downtown housing as well as transferring many of the most widely sought after dorms to exclusively freshmen housing. Rather than having the opportunity to live in spacious quads as upperclassmen, many will be relegated to isolated singles as well as cramped triples and quads that were originally reserved for freshmen",negative,Sophomore,2013-04-30 17:30:07,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2013,Hamilton College
3c8c90ce-2c2d-4cc6-90da-fcb084e9e454,"Alcohol is everywhere and anywhere on campus. It does not take much for those under 21 to find where the dorm parties are. 99% of the time, upperclass purchase liquor for underclassmen. As far as drugs like Adderall, cocaine, and weed, students can easily get them as there are multiple sellers on campus.",negative,Alum,2013-03-13 21:26:26,Safety,2c7d529e-2b36-4c81-867f-248df6667c0b,2013,Hamilton College
e2fb0442-7f84-440e-b210-4641f84683ef,"Mostly white, upper middle class kids. Also a lot of kids from extremely affluent areas and private high schools.",negative,Sophomore,2013-01-30 12:45:49,social_life,2c7d529e-2b36-4c81-867f-248df6667c0b,2013,Hamilton College
0c0bf516-e6c2-4710-864a-d4c9b8203c8c,Clinton is a very small rural town with nothing to do but it's a nice community.,negative,Freshman,2013-01-15 15:30:52,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2013,Hamilton College
bead3445-5283-485b-a399-0bbf47831636,"Clinton Isn't a Town – Outside of Hamilton the town is dead, it can't be even described as a town since there are only about five local shops. Really nothing fun or interesting going on outside life on the hill.",negative,Freshman,2011-12-22 12:36:35,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2011,Hamilton College
8e721047-a768-43f3-83e4-e985dbd53d7e,"About 2% of the school is allowed to live off-campus. That's right, not only do people just choose to live on campus, but there's a CAP on how many people are allowed to live off-campus. I think it's around 40 right now, and they keep lowering it every year. Luckily, everything is on campus and I can't imagine living off, but it would be nice to know that there was the option if I had wanted to.
Often, it's mostly Greek life who has houses off campus, but very few.",negative,Senior,2011-05-05 18:54:46,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2011,Hamilton College
557433b9-fdd2-4286-afa1-0e1da158d73c,"Don't Expect to Live Off Campus – You actually have to get residential life approval before even looking at the few available places.  Off campus housing is also too far removed from everything, it is not easy to trudge up the hill every morning.",negative,Junior,2010-10-11 14:57:08,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2010,Hamilton College
29b6d37b-74f3-4f0c-95c3-fe1ad4a3d057,"Mostly White Students – The campus is mostly white though, there is just enough diversity to ensure that there is at least 1 person on campus who would have something in common with you.",negative,Freshman,2010-05-29 12:54:21,social_life,2c7d529e-2b36-4c81-867f-248df6667c0b,2010,Hamilton College
567cb88e-7d60-455a-a328-7124e1e7052d,It's atrocious – I had no idea how terrible central NY weather was.  It is gray and depressing pretty much all year.  The weather is reason alone to transfer.,negative,Sophomore,2009-11-18 00:30:01,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2009,Hamilton College
36ab255b-33e8-4e6b-b89b-52fbce585e66,"Very Very Very Poor – The Jitney, the van service that the school sponsors, is the most poorly run system ever.  If you cannot get a hold of a car, you better plan your day around the Jitney.  A trip to CVS can take two hours.  There is no other 'public' transportation available, can you say isolated? Other then that, if you can get to the Utica train station, you're pretty much golden for your traveling desires.",negative,Sophomore,2009-11-17 23:36:59,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2009,Hamilton College
6980dbff-a4b6-4236-87f3-cc504c464799,"Partying feels forced. We're so restricted, I sometimes see similarities between drunk students and animals at zoos. There are a few parties every weekend but the administration is kicking out greek life and shutting down all the fun dorms on campus. Most parties are average, 2-3 good ones a semester, no bangers. The best time you can hope to have is chill with some friends. I love chilling, I just wish there was more we could do. Rare to see people just hooking up on the dance floor. People are too embarrassed and most parties are too well lit. Many people love the party scene on campus. But if it isn't for you, you're kinda up the creek. Only one bar downtown, very sweaty and male-dominated. No atmosphere on campus.",negative,Freshman,2016-03-03 01:25:59,social_life,2c7d529e-2b36-4c81-867f-248df6667c0b,2016,Hamilton College
a1379028-8fbc-4901-bd6e-59018db8bfed,"Best parties are downtown and COOP. A few other places have decent stuff but don't come here thinking this is a party school. I visited a school whose party scene was ranked a B+ on this website and it was significantly better. A B/B- is fair. There are a lot of parties, they just are rarely good. Its weird, the nightlife here is just weird.",negative,Freshman,2016-03-03 01:25:59,social_life,2c7d529e-2b36-4c81-867f-248df6667c0b,2016,Hamilton College
5312eab4-3f0d-445b-a0e4-3106d3976212,"Fairly liberal, mostly white upper-middle class kids. Most minorities are a part of the community, some segregate themselves.",negative,Freshman,2016-03-03 01:14:40,social_life,2c7d529e-2b36-4c81-867f-248df6667c0b,2016,Hamilton College
2a9b5206-b178-4920-9498-528eef9fa3ee,"Not a lot to do around here, so yeah kids drink on the weekends. Definitely less than at party schools though. You sort of get the feeling that people drink because they feel its necessary to have a good time, not to aid in it.",negative,Freshman,2016-03-03 01:12:22,Safety,2c7d529e-2b36-4c81-867f-248df6667c0b,2016,Hamilton College
7275b382-8911-4fa9-97fc-4d85938d5c37,"Lots of rich, white, east coasters here. And the occasional asian/black/minority",negative,Freshman,2016-02-27 23:05:24,social_life,2c7d529e-2b36-4c81-867f-248df6667c0b,2016,Hamilton College
f1f5fb7a-d5e2-4dd7-a7e4-42e5720dee77,"Oh, God. What can I say about this? The career center is useless. They did jack s*** for me in helping me find a job or internship in my field. Although Hamilton has a good online internship database, there is a limited deadline to apply to funding for unpaid internships (I believe it was before April, and many people do not hear back from internships until after then). Every time I'd go to a counselor asking if they had connections in my field, they would just tell me to shadow people or look into something...which I was already doing by myself. Very few employers recruit here, and who can blame them?  Being in the middle of nowhere and with a small alumni-base, Hamilton just doesn't have the connections that less prestigious, yet bigger schools have. And when you go out into the real world...most employers are going to have no idea what Hamilton is, so don't assume that your 3.8 GPA liberal arts education actually carries any weight. Because it doesn't. Very few people I know got a job in something they actually wanted to do upon graduating, and many are still trying to figure things out. Luckily my graduate school, although significantly less prestigious than Hamilton, has EXTREMELY good connections in my field, but it's unfortunate that I kind of HAD to go to grad school to get those connections.",negative,Alum,2015-12-31 21:07:15,affordability,2c7d529e-2b36-4c81-867f-248df6667c0b,2015,Hamilton College
fe73d056-2905-474c-933d-0e6c716470bf,"On-campus housing is really nice... would've given it 5/5 if not for the administration taking away off-campus housing. When I was applying to the school, they marketed off-campus housing like it would be available to me. This year, they decided to take it away without any kind of grandfathering. This is representative of the interaction between the student body and the administration- they do what they want, when they want with no student input.",negative,Sophomore,2015-03-09 17:17:58,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2015,Hamilton College
12027281-b93a-451f-975f-d6555c90937f,We live in a tundra for 9 months out of the year.,negative,Sophomore,2014-05-30 21:41:20,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2014,Hamilton College
c283daa1-b6a6-4f69-8c6b-c555336766ae,"There is a lot of snow here in the winter, creating a perpetual tundra",negative,Sophomore,2014-03-27 15:26:07,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2014,Hamilton College
ea4c2d0f-5038-4ccf-8fc5-046b01f7e55b,"Oh man, its bad. Always cold. A warm day is 40 degrees. Then after that it will follow with a drop in 30 degrees and snow the next day. If you want florida weather, this is the opposite. But buy a winter jacket and you'll be fine.",negative,Sophomore,2014-03-25 18:08:58,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2014,Hamilton College
be52c810-60e8-426d-be65-f98c2280fb63,"There are zip cars but I don't use them. Otherwise, the Jitney is useful. ",negative,Freshman,2014-01-07 19:31:34,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2014,Hamilton College
0a5d44d7-5123-43a6-b86b-247f2d6691c5,"snows a lot, very cold. Often a bit dreary. But mostly because of the snow and grayness during the winter. It is beautiful during fall and spring.",negative,Freshman,2013-02-04 02:15:56,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2013,Hamilton College
69b30ef5-2f32-4342-ae9b-50bf08f6dd23,"Clinton's one of the snowiest towns in the U.S. but since everyone lives a short walk away from classes (10 min. at most -- except for a few housing options), it never affects us.",negative,Sophomore,2012-12-14 18:17:42,campus_facilities,2c7d529e-2b36-4c81-867f-248df6667c0b,2012,Hamilton College
887c9333-5ea3-429c-ae5f-ca3138355da4,A lot of rich white kids that went to boarding school.,negative,Freshman,2012-10-03 12:24:26,social_life,2c7d529e-2b36-4c81-867f-248df6667c0b,2012,Hamilton College
02c4dca0-8cbe-409b-a045-07110e4b968e,There is little theft on campus and Hamilton is generally very safe. Hamilton students tend to leave their bags in the lib and there doors unlocked. The Health Center does need improvement and finding doctors close by can be difficult. There are plans to improve services in the coming years.,neutural,Junior,2016-06-11 01:32:22,Safety,2c7d529e-2b36-4c81-867f-248df6667c0b,2016,Hamilton College
3455dd49-28c0-41d9-ba05-23620b37c248,"There is no greek housing allowed, so Hamilton does not have the same greek culture as many other schools. Sororities/Fraternities often host all campus parties and are a good way to meet people, but membership is by no means an essential part of night life. Some organizations are centered around sports teams, but most are differentiated by personality type.",neutural,Junior,2016-06-11 01:19:48,social_life,2c7d529e-2b36-4c81-867f-248df6667c0b,2016,Hamilton College
321a71b9-7143-44a2-ad4b-bdd26cda18ca,Varsity sports don't have a huge impact on campus life. Rugby and frisbee are both really popular club sports and are easy to join.,neutural,Junior,2016-06-11 01:12:32,social_life,2c7d529e-2b36-4c81-867f-248df6667c0b,2016,Hamilton College
ed7ac38b-c3a7-405b-a1e1-d9399a9fb448,"This school is much more focused on academics than athletics, but it is still fun.",neutural,Freshman,2016-05-31 16:19:40,social_life,2c7d529e-2b36-4c81-867f-248df6667c0b,2016,Hamilton College
692a344e-199c-4854-9cf9-1d885f6472aa,"Its there if you want it, but not necessary or big. Everyone is friends with anyone either way.",neutural,Senior,2016-04-06 21:32:48,social_life,2c7d529e-2b36-4c81-867f-248df6667c0b,2016,Hamilton College
be6b9162-90df-461b-8d07-1114dc3f087d,Not that many people are a part of Greek Life here. You can do it if you want to but there is no one pressuring you on either side.,neutural,Freshman,2016-04-04 19:30:08,social_life,2c7d529e-2b36-4c81-867f-248df6667c0b,2016,Hamilton College
